Customer ID,Region Code,Forecast Year,Forecast Revenue,Method
10041,R-SOUTH,2027,8860.72952380954,Linear Regression
10041,R-SOUTH,2028,8927.725119047624,Linear Regression
10042,R-WEST,2026,10739.807500000112,Linear Regression
10042,R-WEST,2027,10345.640000000014,Linear Regression
10042,R-WEST,2028,9951.472500000033,Linear Regression
10043,R-EAST,2026,7503.351785714272,Linear Regression
10043,R-EAST,2027,7288.170238095219,Linear Regression
10043,R-EAST,2028,7072.988690476166,Linear Regression
10044,R-SOUTH,2026,5472.379642857006,Linear Regression
10044,R-SOUTH,2027,5207.275952380849,Linear Regression
10044,R-SOUTH,2028,4942.172261904692,Linear Regression
10045,R-WEST,2026,4691.44857142854,Linear Regression
10045,R-WEST,2027,4524.467976190499,Linear Regression
10045,R-WEST,2028,4357.4873809524,Linear Regression
10046,R-WEST,2026,3568.8892857142782,Linear Regression
10046,R-WEST,2027,3450.1385714285716,Linear Regression
10046,R-WEST,2028,3331.387857142836,Linear Regression
10047,R-SOUTH,2026,6806.603928571436,Linear Regression
10047,R-SOUTH,2027,6860.136190476187,Linear Regression
10047,R-SOUTH,2028,6913.668452380953,Linear Regression
10048,R-NORTH,2026,6443.200357142836,Linear Regression
10048,R-NORTH,2027,6187.292380952393,Linear Regression
10048,R-NORTH,2028,5931.384404761891,Linear Regression
10049,R-EAST,2026,16369.935000000056,Linear Regression
10049,R-EAST,2027,15948.879166666651,Linear Regression
10049,R-EAST,2028,15527.823333333363,Linear Regression
10050,R-NORTH,2026,9365.060714285704,Linear Regression
10050,R-NORTH,2027,9310.59559523809,Linear Regression
10050,R-NORTH,2028,9256.130476190461,Linear Regression
10051,R-NORTH,2026,11714.792857142747,Linear Regression
10051,R-NORTH,2027,11412.068214285653,Linear Regression
10051,R-NORTH,2028,11109.343571428442,Linear Regression
10052,R-NORTH,2026,6385.969285714265,Linear Regression
10052,R-NORTH,2027,6244.436904761882,Linear Regression
10052,R-NORTH,2028,6102.904523809499,Linear Regression
10053,R-EAST,2026,5046.407500000001,Linear Regression
10053,R-EAST,2027,5001.577499999999,Linear Regression
10053,R-EAST,2028,4956.747500000012,Linear Regression
10054,R-EAST,2026,5701.276785714283,Linear Regression
10054,R-EAST,2027,5685.8127380952355,Linear Regression
10054,R-EAST,2028,5670.3486904761885,Linear Regression
10055,R-EAST,2026,4826.581785714254,Linear Regression
10055,R-EAST,2027,4560.051071428577,Linear Regression
10055,R-EAST,2028,4293.520357142901,Linear Regression
10056,R-EAST,2026,23519.863928571343,Linear Regression
10056,R-EAST,2027,23893.810357142822,Linear Regression
10056,R-EAST,2028,24267.756785714184,Linear Regression
10057,R-SOUTH,2026,4903.648214285786,Linear Regression
10057,R-SOUTH,2027,4688.980595238158,Linear Regression
10057,R-SOUTH,2028,4474.312976190529,Linear Regression
10058,R-EAST,2026,17417.269642857136,Linear Regression
10058,R-EAST,2027,17834.497619047645,Linear Regression
10058,R-EAST,2028,18251.725595238153,Linear Regression
10059,R-NORTH,2026,7810.671785714279,Linear Regression
10059,R-NORTH,2027,8039.565238095238,Linear Regression
10059,R-NORTH,2028,8268.458690476196,Linear Regression
10060,R-NORTH,2026,12617.564285714237,Linear Regression
10060,R-NORTH,2027,12480.491071428522,Linear Regression
10060,R-NORTH,2028,12343.417857142806,Linear Regression
10061,R-EAST,2026,6991.989285714226,Linear Regression
10061,R-EAST,2027,6550.079404761898,Linear Regression
10061,R-EAST,2028,6108.169523809454,Linear Regression
10062,R-SOUTH,2026,5107.820000000065,Linear Regression
10062,R-SOUTH,2027,4733.082500000135,Linear Regression
10062,R-SOUTH,2028,4358.3450000000885,Linear Regression
10063,R-EAST,2026,10344.435357142822,Linear Regression
10063,R-EAST,2027,10582.003214285709,Linear Regression
10063,R-EAST,2028,10819.571071428538,Linear Regression
10064,R-EAST,2026,6037.301428571431,Linear Regression
10064,R-EAST,2027,5967.08619047617,Linear Regression
10064,R-EAST,2028,5896.8709523809375,Linear Regression
10065,R-EAST,2026,10627.467857142852,Linear Regression
10065,R-EAST,2027,10439.643214285723,Linear Regression
10065,R-EAST,2028,10251.818571428594,Linear Regression
10066,R-EAST,2026,3493.4110714285634,Linear Regression
10066,R-EAST,2027,2938.5829761903733,Linear Regression
10066,R-EAST,2028,2383.754880952416,Linear Regression
10067,R-EAST,2026,5587.618214285714,Linear Regression
10067,R-EAST,2027,5593.4047619047615,Linear Regression
10067,R-EAST,2028,5599.191309523809,Linear Regression
10068,R-SOUTH,2026,4918.239642857145,Linear Regression
10068,R-SOUTH,2027,4894.19928571429,Linear Regression
10068,R-SOUTH,2028,4870.158928571429,Linear Regression
10069,R-NORTH,2026,5322.3957142857835,Linear Regression
10069,R-NORTH,2027,4793.143928571604,Linear Regression
10069,R-NORTH,2028,4263.892142857192,Linear Regression
10070,R-SOUTH,2026,12126.809285714058,Linear Regression
10070,R-SOUTH,2027,11448.761904761894,Linear Regression
10070,R-SOUTH,2028,10770.714523809496,Linear Regression
10071,R-NORTH,2026,7850.968214285676,Linear Regression
10071,R-NORTH,2027,7627.592261904734,Linear Regression
10071,R-NORTH,2028,7404.216309523734,Linear Regression
10072,R-SOUTH,2026,7065.618571428582,Linear Regression
10072,R-SOUTH,2027,6873.15130952379,Linear Regression
10072,R-SOUTH,2028,6680.6840476190555,Linear Regression
10073,R-WEST,2026,7828.705714285723,Linear Regression
10073,R-WEST,2027,7493.603095238097,Linear Regression
10073,R-WEST,2028,7158.500476190471,Linear Regression
10074,R-NORTH,2026,14618.583571428571,Linear Regression
10074,R-NORTH,2027,14610.340476190479,Linear Regression
10074,R-NORTH,2028,14602.097380952382,Linear Regression
10075,R-NORTH,2026,7370.39857142861,Linear Regression
10075,R-NORTH,2027,7045.74630952382,Linear Regression
10075,R-NORTH,2028,6721.09404761903,Linear Regression
10076,R-NORTH,2026,6790.7321428571595,Linear Regression
10076,R-NORTH,2027,6648.826785714307,Linear Regression
10076,R-NORTH,2028,6506.921428571455,Linear Regression
10077,R-NORTH,2026,18056.179999999935,Linear Regression
10077,R-NORTH,2027,18421.182499999995,Linear Regression
10077,R-NORTH,2028,18786.18499999994,Linear Regression
10078,R-EAST,2026,3621.1146428571083,Linear Regression
10078,R-EAST,2027,2705.270952380961,Linear Regression
10078,R-EAST,2028,1789.4272619048133,Linear Regression
10079,R-EAST,2026,14968.772857142858,Linear Regression
10079,R-EAST,2027,14976.660714285716,Linear Regression
10079,R-EAST,2028,14984.548571428571,Linear Regression
10080,R-EAST,2026,8130.576428571483,Linear Regression
10080,R-EAST,2027,7808.017023809603,Linear Regression
10080,R-EAST,2028,7485.457619047607,Linear Regression
10081,R-EAST,2026,5110.848214285714,Linear Regression
10081,R-EAST,2027,5104.178928571428,Linear Regression
10081,R-EAST,2028,5097.509642857141,Linear Regression
10082,R-SOUTH,2026,3883.8521428570966,Linear Regression
10082,R-SOUTH,2027,3750.519285714254,Linear Regression
10082,R-SOUTH,2028,3617.186428571411,Linear Regression
10083,R-WEST,2026,9276.500357142882,Linear Regression
10083,R-WEST,2027,8298.163214285858,Linear Regression
10083,R-WEST,2028,7319.826071428601,Linear Regression
10084,R-NORTH,2026,18247.734999999986,Linear Regression
10084,R-NORTH,2027,18055.349166666623,Linear Regression
10084,R-NORTH,2028,17862.96333333332,Linear Regression
10085,R-NORTH,2026,10907.405357142794,Linear Regression
10085,R-NORTH,2027,11199.163214285625,Linear Regression
10085,R-NORTH,2028,11490.921071428573,Linear Regression
10086,R-NORTH,2026,4177.174642857048,Linear Regression
10086,R-NORTH,2027,3744.5359523808584,Linear Regression
10086,R-NORTH,2028,3311.897261904669,Linear Regression
10087,R-EAST,2026,18692.430357142817,Linear Regression
10087,R-EAST,2027,19129.243214285583,Linear Regression
10087,R-EAST,2028,19566.056071428466,Linear Regression
10088,R-SOUTH,2026,4025.268571428547,Linear Regression
10088,R-SOUTH,2027,3823.8663095238153,Linear Regression
10088,R-SOUTH,2028,3622.464047619025,Linear Regression
10089,R-NORTH,2026,5081.748928571411,Linear Regression
10089,R-NORTH,2027,4904.66119047621,Linear Regression
10089,R-NORTH,2028,4727.5734523809515,Linear Regression
10090,R-SOUTH,2026,7561.7171428571455,Linear Regression
10090,R-SOUTH,2027,7040.500952380942,Linear Regression
10090,R-SOUTH,2028,6519.284761904739,Linear Regression
10091,R-NORTH,2026,5863.269285714312,Linear Regression
10091,R-NORTH,2027,5681.971071428619,Linear Regression
10091,R-NORTH,2028,5500.672857142868,Linear Regression
10092,R-EAST,2026,10532.984285714308,Linear Regression
10092,R-EAST,2027,10626.887738095247,Linear Regression
10092,R-EAST,2028,10720.791190476215,Linear Regression
10093,R-SOUTH,2026,8348.097500000003,Linear Regression
10093,R-SOUTH,2027,8304.421666666676,Linear Regression
10093,R-SOUTH,2028,8260.745833333334,Linear Regression
10094,R-SOUTH,2026,13696.932857142761,Linear Regression
10094,R-SOUTH,2027,14170.744047618937,Linear Regression
10094,R-SOUTH,2028,14644.555238095112,Linear Regression
10095,R-SOUTH,2026,18137.37392857143,Linear Regression
10095,R-SOUTH,2027,18137.451190476193,Linear Regression
10095,R-SOUTH,2028,18137.528452380953,Linear Regression
10096,R-EAST,2026,9234.785357142871,Linear Regression
10096,R-EAST,2027,9295.712380952391,Linear Regression
10096,R-EAST,2028,9356.63940476191,Linear Regression
10097,R-SOUTH,2026,17213.303571428638,Linear Regression
10097,R-SOUTH,2027,17838.896309523843,Linear Regression
10097,R-SOUTH,2028,18464.48904761905,Linear Regression
10098,R-NORTH,2026,3504.122857142851,Linear Regression
10098,R-NORTH,2027,3451.429047619051,Linear Regression
10098,R-NORTH,2028,3398.735238095236,Linear Regression
10099,R-NORTH,2026,9280.466785714285,Linear Regression
10099,R-NORTH,2027,9294.928571428572,Linear Regression
10099,R-NORTH,2028,9309.390357142856,Linear Regression
10100,R-WEST,2026,4848.789642857097,Linear Regression
10100,R-WEST,2027,4677.1376190476,Linear Regression
10100,R-WEST,2028,4505.485595238046,Linear Regression
10101,R-WEST,2026,4220.050714285695,Linear Regression
10101,R-WEST,2027,4054.728095238097,Linear Regression
10101,R-WEST,2028,3889.405476190441,Linear Regression
10102,R-EAST,2026,4416.979285714333,Linear Regression
10102,R-EAST,2027,4162.689404761943,Linear Regression
10102,R-EAST,2028,3908.399523809552,Linear Regression
10103,R-NORTH,2026,9351.999285714235,Linear Regression
10103,R-NORTH,2027,9647.358571428456,Linear Regression
10103,R-NORTH,2028,9942.717857142794,Linear Regression
10104,R-WEST,2026,7883.523928571492,Linear Regression
10104,R-WEST,2027,7168.97785714292,Linear Regression
10104,R-WEST,2028,6454.431785714347,Linear Regression
10105,R-EAST,2026,4900.493214285718,Linear Regression
10105,R-EAST,2027,4885.390595238099,Linear Regression
10105,R-EAST,2028,4870.287976190477,Linear Regression
10106,R-EAST,2026,6447.630714285653,Linear Regression
10106,R-EAST,2027,6029.12809523812,Linear Regression
10106,R-EAST,2028,5610.625476190471,Linear Regression
10107,R-SOUTH,2026,8490.234642857162,Linear Regression
10107,R-SOUTH,2027,8675.146785714256,Linear Regression
10107,R-SOUTH,2028,8860.058928571409,Linear Regression
10108,R-NORTH,2026,8070.682857142856,Linear Regression
10108,R-NORTH,2027,8090.749880952382,Linear Regression
10108,R-NORTH,2028,8110.8169047619085,Linear Regression
10109,R-NORTH,2026,19805.534642857034,Linear Regression
10109,R-NORTH,2027,20444.946785714244,Linear Regression
10109,R-NORTH,2028,21084.358928571455,Linear Regression
