ID,Year,Revenue,Revenue Growth Rate,Number of Purchases,Average Spend,Cluster,Segment
10019,2021,9811.12,0.006016955756713127,64,153.3,2,Frequent lower-basket
10019,2022,9933.65,0.012488890157290822,64,155.21,2,Frequent lower-basket
10019,2023,8873.94,-0.10667881393042833,60,147.9,2,Frequent lower-basket
10020,2021,17327.46,0.06625536282610778,23,753.37,1,Growing mid-value
10020,2022,15396.8,-0.11142198568053252,25,615.87,3,Declining lower-value
10020,2023,15371.99,-0.0016113737919567495,23,668.35,1,Growing mid-value
10021,2021,4334.54,0.03418789144050094,18,240.81,1,Growing mid-value
10021,2022,4166.3,-0.038813807232139896,15,277.75,3,Declining lower-value
10021,2023,3601.16,-0.13564553680723912,19,189.53,3,Declining lower-value
10022,2021,6715.57,0.10804639045131537,30,223.85,1,Growing mid-value
10022,2022,5928.68,-0.11717397034056665,40,148.22,3,Declining lower-value
10022,2023,6023.67,0.01602211622148597,40,150.59,2,Frequent lower-basket
10023,2021,5169.84,0.15097368262866473,55,94.0,2,Frequent lower-basket
10023,2022,6254.29,0.20976471225415105,60,104.24,2,Frequent lower-basket
10023,2023,5112.48,-0.1825642878728042,67,76.31,2,Frequent lower-basket
10024,2021,7224.09,-0.035532906822745236,26,277.85,3,Declining lower-value
10024,2022,7614.31,0.05401649204259651,24,317.26,1,Growing mid-value
10024,2023,7117.86,-0.06519960442902917,24,296.58,3,Declining lower-value
10025,2021,4281.03,-0.027836252529174876,18,237.83,3,Declining lower-value
10025,2022,4931.48,0.15193773461059612,19,259.55,1,Growing mid-value
10025,2023,4199.6,-0.14840980800895454,10,419.96,3,Declining lower-value
10026,2021,13353.73,0.09498987314785201,33,404.66,1,Growing mid-value
10026,2022,11578.72,-0.13292241194033427,35,330.82,3,Declining lower-value
10026,2023,10878.38,-0.060485096798264415,40,271.96,3,Declining lower-value
10027,2021,7140.19,0.062452384353498536,61,117.05,2,Frequent lower-basket
10027,2022,5172.06,-0.2756411243958493,62,83.42,3,Declining lower-value
10027,2023,5399.12,0.04390126951350126,60,89.99,2,Frequent lower-basket
10028,2021,3996.13,-0.04719520656546017,22,181.64,3,Declining lower-value
10028,2022,3920.47,-0.018933317985150744,29,135.19,3,Declining lower-value
10028,2023,3347.48,-0.14615339487357382,17,196.91,3,Declining lower-value
10029,2021,9275.71,0.21721608885587806,13,713.52,1,Growing mid-value
10029,2022,8529.28,-0.0804714679523183,18,473.85,3,Declining lower-value
10029,2023,8859.35,0.038698459893449444,13,681.49,1,Growing mid-value
10030,2021,9002.45,-0.01842888871685766,38,236.91,3,Declining lower-value
10030,2022,8468.79,-0.05927941838055195,44,192.47,3,Declining lower-value
10030,2023,7496.71,-0.11478381209121968,39,192.22,3,Declining lower-value
10031,2021,11404.44,-0.0668810368315762,55,207.35,2,Frequent lower-basket
10031,2022,9759.19,-0.14426398841153099,64,152.49,2,Frequent lower-basket
10031,2023,10255.69,0.05087512385761528,59,173.83,2,Frequent lower-basket
10032,2021,29848.61,0.0514813014316311,25,1193.94,0,High-value / high-spend
10032,2022,28489.14,-0.04554550446402705,20,1424.46,0,High-value / high-spend
10032,2023,31213.14,0.09561538186129881,26,1200.51,0,High-value / high-spend
10033,2021,48262.93,0.17682201269700704,18,2681.27,0,High-value / high-spend
10033,2022,41030.76,-0.14984937715136648,11,3730.07,0,High-value / high-spend
10033,2023,44463.08,0.08365236227649686,15,2964.21,0,High-value / high-spend
10034,2021,8227.12,-0.2631151850514969,30,274.24,3,Declining lower-value
10034,2022,8162.05,-0.007909207596339951,35,233.2,3,Declining lower-value
10034,2023,8225.68,0.007795835605025614,43,191.29,2,Frequent lower-basket
10035,2021,5534.69,-0.09393483495921251,60,92.24,2,Frequent lower-basket
10035,2022,6311.45,0.14034390363326588,66,95.63,2,Frequent lower-basket
10035,2023,5319.3,-0.1571984250845685,62,85.8,2,Frequent lower-basket
10036,2021,4103.53,0.19047107903150007,33,124.35,1,Growing mid-value
10036,2022,3708.41,-0.09628783023396925,24,154.52,3,Declining lower-value
10036,2023,4062.1,0.09537510685172346,23,176.61,1,Growing mid-value
10037,2021,13204.33,0.018082776912519805,18,733.57,1,Growing mid-value
10037,2022,13181.44,-0.0017335222612582246,14,941.53,0,High-value / high-spend
10037,2023,16043.94,0.2171614026995532,12,1337.0,0,High-value / high-spend
10038,2021,5484.99,-0.10742199895526683,37,148.24,3,Declining lower-value
10038,2022,5376.07,-0.019857830187475334,36,149.34,3,Declining lower-value
10038,2023,5841.77,0.08662461612293004,43,135.86,2,Frequent lower-basket
10039,2021,6470.28,-0.11952568029687172,58,111.56,2,Frequent lower-basket
10039,2022,7285.37,0.12597445551042608,62,117.51,2,Frequent lower-basket
10039,2023,7124.65,-0.022060650317005215,57,124.99,2,Frequent lower-basket
10040,2021,8337.15,0.20526595029541994,31,268.94,1,Growing mid-value
10040,2022,9521.14,0.14201375769897395,26,366.2,1,Growing mid-value
10040,2023,8355.67,-0.12240866114771964,24,348.15,3,Declining lower-value
10041,2021,8945.08,-0.030422458878682,16,559.07,3,Declining lower-value
10041,2022,10791.9,0.20646209983588748,15,719.46,1,Growing mid-value
10041,2023,9264.27,-0.1415533872626692,14,661.73,3,Declining lower-value
10042,2021,13872.11,0.06347121858177363,31,447.49,1,Growing mid-value
10042,2022,14874.84,0.072283884715447,41,362.8,1,Growing mid-value
10042,2023,12881.64,-0.13399807997934776,39,330.3,3,Declining lower-value
10043,2021,8501.91,-0.12225754198537908,56,151.82,2,Frequent lower-basket
10043,2022,8563.8,0.007279540714968613,64,133.81,2,Frequent lower-basket
10043,2023,9821.52,0.14686470959153652,65,151.1,2,Frequent lower-basket
10044,2021,6442.03,-0.09273827832327786,20,322.1,3,Declining lower-value
10044,2022,7252.09,0.12574607693537598,27,268.6,1,Growing mid-value
10044,2023,6560.08,-0.0954221472706489,26,252.31,3,Declining lower-value
10045,2021,6048.54,-0.02621012535137346,17,355.8,3,Declining lower-value
10045,2022,6320.09,0.04489513171773685,17,371.77,1,Growing mid-value
10045,2023,5402.55,-0.1451783123341598,17,317.8,3,Declining lower-value
10046,2021,4257.99,-0.010545223859440456,37,115.08,3,Declining lower-value
10046,2022,4482.4,0.052703270792087364,42,106.72,2,Frequent lower-basket
10046,2023,4192.58,-0.0646573264322684,44,95.29,3,Declining lower-value
10047,2021,7211.22,0.11141387691439864,58,124.33,2,Frequent lower-basket
10047,2022,7332.05,0.016755833270930554,60,122.2,2,Frequent lower-basket
10047,2023,7675.15,0.04679455268308308,56,137.06,2,Frequent lower-basket
10048,2021,7754.01,-0.16058250346148317,29,267.38,3,Declining lower-value
10048,2022,7683.34,-0.009113993920565,22,349.24,3,Declining lower-value
10048,2023,8284.42,0.07823160240208038,26,318.63,1,Growing mid-value
10049,2021,20616.47,0.0927310870030722,15,1374.43,0,High-value / high-spend
10049,2022,20743.9,0.006180980546136139,20,1037.2,0,High-value / high-spend
10049,2023,19242.44,-0.07238079628228067,13,1480.19,0,High-value / high-spend
10050,2021,12132.34,0.129520702644226,30,404.41,1,Growing mid-value
10050,2022,9769.82,-0.19472912892319205,44,222.04,3,Declining lower-value
10050,2023,10552.73,0.08013556032762126,42,251.26,1,Growing mid-value
10051,2021,13072.79,0.002826800368826543,61,214.31,2,Frequent lower-basket
10051,2022,14856.85,0.1364712505899659,56,265.3,2,Frequent lower-basket
10051,2023,14279.46,-0.03886355452198831,65,219.68,2,Frequent lower-basket
10052,2021,8324.09,0.010165867344957613,24,346.84,1,Growing mid-value
10052,2022,7058.0,-0.15209950877513334,24,294.08,3,Declining lower-value
10052,2023,6708.19,-0.04956219892320779,23,291.66,3,Declining lower-value
10053,2021,6049.43,0.06202829650410546,18,336.08,1,Growing mid-value
10053,2022,6500.43,0.07455247849797408,18,361.14,1,Growing mid-value
10053,2023,5823.3,-0.10416695510912355,15,388.22,3,Declining lower-value
10054,2021,7162.74,0.25328993989659065,35,204.65,1,Growing mid-value
10054,2022,7058.35,-0.014574031725289371,45,156.85,2,Frequent lower-basket
10054,2023,6618.13,-0.062368683899211574,35,189.09,3,Declining lower-value
10055,2021,6448.47,-0.07229073394178642,63,102.36,2,Frequent lower-basket
10055,2022,6371.46,-0.01194236772443702,57,111.78,2,Frequent lower-basket
10055,2023,6070.44,-0.04724505843244731,68,89.27,2,Frequent lower-basket
10056,2021,26673.33,0.2571613193314264,28,952.62,1,Growing mid-value
10056,2022,27195.07,0.019560362354456684,25,1087.8,0,High-value / high-spend
10056,2023,26320.15,-0.03217200764697414,24,1096.67,0,High-value / high-spend
10057,2021,6632.99,0.11008854948545577,18,368.5,1,Growing mid-value
10057,2022,6479.01,-0.023214266869089117,20,323.95,3,Declining lower-value
10057,2023,5739.06,-0.11420726314668439,16,358.69,3,Declining lower-value
10058,2021,17593.68,0.0863448037393566,38,462.99,1,Growing mid-value
10058,2022,18658.77,0.06053821599574394,41,455.09,1,Growing mid-value
10058,2023,19319.21,0.03539568792583858,42,459.98,1,Growing mid-value
10059,2021,8004.57,0.0400989089094681,58,138.01,2,Frequent lower-basket
10059,2022,7199.99,-0.10051508076011573,57,126.32,2,Frequent lower-basket
10059,2023,8461.24,0.17517385440813116,58,145.88,2,Frequent lower-basket
10060,2021,13235.65,-0.00878828727626757,26,509.06,3,Declining lower-value
10060,2022,15002.4,0.13348418853626387,25,600.1,1,Growing mid-value
10060,2023,15001.99,-2.7328960699568583e-05,24,625.08,1,Growing mid-value
10061,2021,9904.03,0.009854823612422736,13,761.85,1,Growing mid-value
10061,2022,9394.98,-0.05139826918941093,19,494.47,3,Declining lower-value
10061,2023,8757.16,-0.0678894473431556,13,673.63,3,Declining lower-value
10062,2021,7524.72,0.005731210504367867,32,235.15,3,Declining lower-value
10062,2022,7291.69,-0.030968594180248665,42,173.61,3,Declining lower-value
10062,2023,6211.15,-0.14818786865596312,40,155.28,3,Declining lower-value
10063,2021,10645.19,0.1944340032292342,66,161.29,2,Frequent lower-basket
10063,2022,11136.14,0.046119421071864286,65,171.33,2,Frequent lower-basket
10063,2023,11281.98,0.01309609972575787,60,188.03,2,Frequent lower-basket
10064,2021,7048.43,0.06291121583411874,24,293.68,1,Growing mid-value
10064,2022,6950.68,-0.01386833663666942,27,257.43,3,Declining lower-value
10064,2023,6830.83,-0.01724291723975213,25,273.23,3,Declining lower-value
10065,2021,11889.33,-0.12011707764719814,21,566.16,3,Declining lower-value
10065,2022,13816.26,0.16207221096563051,16,863.52,1,Growing mid-value
10065,2023,12035.58,-0.12888292490152908,22,547.07,3,Declining lower-value
10066,2021,6401.15,0.06213537138192171,41,156.13,2,Frequent lower-basket
10066,2022,5475.76,-0.1445662107590041,39,140.4,3,Declining lower-value
10066,2023,5020.86,-0.08307522608733775,43,116.76,3,Declining lower-value
10067,2021,6439.19,0.0343664913055699,56,114.99,2,Frequent lower-basket
10067,2022,5593.02,-0.13140938534194502,61,91.69,2,Frequent lower-basket
10067,2023,6904.99,0.23457273530221578,64,107.89,2,Frequent lower-basket
10068,2021,6096.76,0.13396447503022424,21,290.32,1,Growing mid-value
10068,2022,5286.99,-0.13281972719936497,21,251.76,3,Declining lower-value
10068,2023,5669.34,0.07231903219033908,21,269.97,1,Growing mid-value
10069,2021,8526.4,-0.0881392003678928,17,501.55,3,Declining lower-value
10069,2022,7120.48,-0.16489022330643655,19,374.76,3,Declining lower-value
10069,2023,6710.04,-0.05764218142597122,15,447.34,3,Declining lower-value
10070,2021,17992.2,0.03448870653551328,35,514.06,1,Growing mid-value
10070,2022,15247.02,-0.1525761163170707,38,401.24,3,Declining lower-value
10070,2023,14700.34,-0.035854875247753326,46,319.57,2,Frequent lower-basket
10071,2021,8987.45,0.0669192069080955,58,154.96,2,Frequent lower-basket
10071,2022,9729.87,0.08260630100862865,65,149.69,2,Frequent lower-basket
10071,2023,9866.02,0.013992992712132724,62,159.13,2,Frequent lower-basket
10072,2021,8274.94,-0.016069982604228872,25,331.0,3,Declining lower-value
10072,2022,9213.74,0.11345097366264878,26,354.37,1,Growing mid-value
10072,2023,7812.15,-0.15211955188663884,27,289.34,3,Declining lower-value
10073,2021,11646.86,0.20580016833988513,20,582.34,1,Growing mid-value
10073,2022,9763.63,-0.16169422488121277,12,813.64,3,Declining lower-value
10073,2023,8793.84,-0.09932678727071786,16,549.62,3,Declining lower-value
10074,2021,15003.33,-0.09143467563241792,34,441.27,3,Declining lower-value
10074,2022,16954.52,0.13005046213074034,38,446.17,1,Growing mid-value
10074,2023,16844.68,-0.00647850838596431,38,443.28,3,Declining lower-value
10075,2021,9144.24,-0.05241723635165341,58,157.66,2,Frequent lower-basket
10075,2022,9811.29,0.07294756043148487,57,172.13,2,Frequent lower-basket
10075,2023,9091.82,-0.07333082601778163,62,146.64,2,Frequent lower-basket
10076,2021,7960.14,0.024573895448964045,27,294.82,1,Growing mid-value
10076,2022,8000.46,0.005065237546073353,21,380.97,1,Growing mid-value
10076,2023,8183.76,0.02291118260700009,23,355.82,1,Growing mid-value
10077,2021,17720.5,0.13284321559852974,21,843.83,1,Growing mid-value
10077,2022,20205.27,0.14022008408340625,17,1188.55,0,High-value / high-spend
10077,2023,20773.48,0.02812187117519338,14,1483.82,0,High-value / high-spend
10078,2021,7596.61,-0.12974130326698852,30,253.22,3,Declining lower-value
10078,2022,7374.91,-0.029184070262919914,38,194.08,3,Declining lower-value
10078,2023,5211.23,-0.2933839192613876,46,113.29,3,Declining lower-value
10079,2021,15579.06,-0.1264018087601727,59,264.05,2,Frequent lower-basket
10079,2022,16065.37,0.031215618914106624,62,259.12,2,Frequent lower-basket
10079,2023,18338.94,0.14151992764561272,64,286.55,2,Frequent lower-basket
10080,2021,10292.3,-0.10367055889196986,20,514.62,3,Declining lower-value
10080,2022,9559.03,-0.07124452260427683,26,367.66,3,Declining lower-value
10080,2023,10122.14,0.058908696802918215,23,440.09,1,Growing mid-value
10081,2021,5749.53,-0.05888736661707006,16,359.35,3,Declining lower-value
10081,2022,5699.93,-0.008626792103006542,10,569.99,1,Growing mid-value
10081,2023,5743.33,0.0076141285945616755,11,522.12,1,Growing mid-value
10082,2021,4777.41,-0.12240942874252814,35,136.5,3,Declining lower-value
10082,2022,4396.74,-0.07968124988225844,37,118.83,3,Declining lower-value
10082,2023,4913.15,0.117452931035267,39,125.98,1,Growing mid-value
10083,2021,15088.33,-0.04549126581613838,63,239.5,2,Frequent lower-basket
10083,2022,12236.55,-0.18900567524702871,59,207.4,2,Frequent lower-basket
10083,2023,12897.05,0.053977632584347734,55,234.49,2,Frequent lower-basket
10084,2021,21926.03,-0.028434836629631643,27,812.08,3,Declining lower-value
10084,2022,20026.48,-0.08663447053570572,26,770.25,3,Declining lower-value
10084,2023,20638.54,0.030562535203390695,28,737.09,1,Growing mid-value
10085,2021,10172.77,0.0030457863828008414,23,442.29,1,Growing mid-value
10085,2022,11086.39,0.089810346641082,13,852.8,1,Growing mid-value
10085,2023,12502.63,0.1277458216786529,17,735.45,1,Growing mid-value
10086,2021,6506.88,-0.08251587331802046,33,197.18,3,Declining lower-value
10086,2022,5491.07,-0.1561132216976493,43,127.7,3,Declining lower-value
10086,2023,6261.33,0.1402750283642351,39,160.55,1,Growing mid-value
10087,2021,18729.9,0.0006004703328124084,60,312.17,2,Frequent lower-basket
10087,2022,19289.33,0.029868285468689137,60,321.49,2,Frequent lower-basket
10087,2023,21002.57,0.0888180149336446,65,323.12,2,Frequent lower-basket
10088,2021,5382.52,0.12239420965599512,20,269.13,1,Growing mid-value
10088,2022,4668.21,-0.13270921427138227,23,202.97,3,Declining lower-value
10088,2023,5365.55,0.14938059770233125,27,198.72,1,Growing mid-value
10089,2021,6506.43,0.07015235422892774,12,542.2,1,Growing mid-value
10089,2022,6048.43,-0.07039190462358003,14,432.03,3,Declining lower-value
10089,2023,6180.96,0.02191147124129733,13,475.46,1,Growing mid-value
10090,2021,11216.14,0.10962121391995305,32,350.5,1,Growing mid-value
10090,2022,10645.89,-0.050841911745038826,36,295.72,3,Declining lower-value
10090,2023,9660.97,-0.09251645470693382,38,254.24,3,Declining lower-value
10091,2021,7703.76,0.09306060829639562,61,126.29,2,Frequent lower-basket
10091,2022,6748.78,-0.12396284411767766,60,112.48,2,Frequent lower-basket
10091,2023,7099.22,0.0519264222570599,60,118.32,2,Frequent lower-basket
10092,2021,11279.64,0.06079349509696508,23,490.42,1,Growing mid-value
10092,2022,11583.21,0.026913092971052155,22,526.51,1,Growing mid-value
10092,2023,12203.86,0.053581865475977875,22,554.72,1,Growing mid-value
10093,2021,9264.69,0.061297265965526426,14,661.76,1,Growing mid-value
10093,2022,8803.21,-0.04981062507218281,16,550.2,3,Declining lower-value
10093,2023,9910.78,0.1258143336351174,17,582.99,1,Growing mid-value
10094,2021,11855.25,-0.04763874819553238,36,329.31,3,Declining lower-value
10094,2022,13280.77,0.12024377385546492,37,358.94,1,Growing mid-value
10094,2023,15082.63,0.13567436225459817,41,367.87,1,Growing mid-value
10095,2021,19260.21,0.005791331384786158,55,350.19,2,Frequent lower-basket
10095,2022,21038.01,0.09230428951709246,56,375.68,2,Frequent lower-basket
10095,2023,20951.92,-0.004092117077613366,61,343.47,2,Frequent lower-basket
10096,2021,9948.23,-0.057181903390863376,18,552.68,3,Declining lower-value
10096,2022,9908.64,-0.003979602401633309,26,381.1,3,Declining lower-value
10096,2023,10359.63,0.045514823426827444,29,357.23,1,Growing mid-value
10097,2021,15791.84,-0.027146174123624855,19,831.15,3,Declining lower-value
10097,2022,17432.81,0.10391252697595732,14,1245.2,0,High-value / high-spend
10097,2023,18552.46,0.06422659341781367,15,1236.83,0,High-value / high-spend
10098,2021,4356.07,0.1568677962500662,29,150.21,1,Growing mid-value
10098,2022,3808.72,-0.12565225076732012,41,92.9,3,Declining lower-value
10098,2023,3969.13,0.04211651158394436,37,107.27,1,Growing mid-value
10099,2021,9910.56,0.09663691197413371,55,180.19,2,Frequent lower-basket
10099,2022,10509.2,0.06040425566264673,56,187.66,2,Frequent lower-basket
10099,2023,10619.44,0.010489856506679773,60,176.99,2,Frequent lower-basket
10100,2021,6208.61,-0.04661426221981313,26,238.79,3,Declining lower-value
10100,2022,5837.91,-0.05970740632766425,26,224.54,3,Declining lower-value
10100,2023,5912.25,0.012734009260163326,26,227.39,1,Growing mid-value
10101,2021,4760.93,-0.1313059249419768,22,216.41,3,Declining lower-value
10101,2022,5249.01,0.10251778539066936,13,403.77,1,Growing mid-value
10101,2023,5429.94,0.03446935707876331,15,362.0,1,Growing mid-value
10102,2021,5801.59,-0.02951149295501343,40,145.04,3,Declining lower-value
10102,2022,5638.74,-0.028069891185002804,34,165.85,3,Declining lower-value
10102,2023,5456.38,-0.032340558351688475,39,139.91,3,Declining lower-value
10103,2021,9630.44,0.08315993818509848,61,157.88,2,Frequent lower-basket
10103,2022,9845.06,0.02228558612067566,61,161.39,2,Frequent lower-basket
10103,2023,9395.07,-0.04570718715782329,60,156.58,2,Frequent lower-basket
10104,2021,11010.79,-0.10205208376657637,26,423.49,3,Declining lower-value
10104,2022,11673.73,0.06020821394286857,24,486.41,1,Growing mid-value
10104,2023,10554.13,-0.09590764905475802,25,422.17,3,Declining lower-value
10105,2021,5707.04,0.08777420504600197,15,380.47,1,Growing mid-value
10105,2022,5937.55,0.0403904651097593,18,329.86,1,Growing mid-value
10105,2023,5462.95,-0.07993195846771828,24,227.62,3,Declining lower-value
10106,2021,8846.71,-0.006911547459217848,37,239.1,3,Declining lower-value
10106,2022,8328.44,-0.05858336036786538,36,231.35,3,Declining lower-value
10106,2023,7694.52,-0.07611509478365697,42,183.2,3,Declining lower-value
10107,2021,8892.68,0.10903698752117008,61,145.78,2,Frequent lower-basket
10107,2022,9448.41,0.06249297174754953,64,147.63,2,Frequent lower-basket
10107,2023,9710.32,0.02772000791667595,62,156.62,2,Frequent lower-basket
10108,2021,8012.37,-0.0779293265236135,18,445.13,3,Declining lower-value
10108,2022,8943.27,0.11618285226468572,30,298.11,1,Growing mid-value
10108,2023,9503.1,0.0625979088185864,26,365.5,1,Growing mid-value
10109,2021,18901.5,0.14088373446197422,13,1453.96,0,High-value / high-spend
10109,2022,22052.22,0.16669153241806223,14,1575.16,0,High-value / high-spend
10109,2023,23104.11,0.04769995945986394,15,1540.27,0,High-value / high-spend
