Customer ID,Region Code,Year,Revenue
10021,R-EAST,2023,4166.3
10021,R-EAST,2024,3601.16
10021,R-EAST,2025,1880.39
10022,R-SOUTH,2018,6408.32
10022,R-SOUTH,2019,6415.66
10022,R-SOUTH,2020,6764.97
10022,R-SOUTH,2021,6060.73
10022,R-SOUTH,2022,6715.57
10022,R-SOUTH,2023,5928.68
10022,R-SOUTH,2024,6023.67
10022,R-SOUTH,2025,4392.41
10023,R-WEST,2018,5872.16
10023,R-WEST,2019,5344.58
10023,R-WEST,2020,4691.13
10023,R-WEST,2021,4491.71
10023,R-WEST,2022,5169.84
10023,R-WEST,2023,6254.29
10023,R-WEST,2024,5112.48
10023,R-WEST,2025,2706.03
10024,R-WEST,2018,7123.55
10024,R-WEST,2019,6405.28
10024,R-WEST,2020,6678.68
10024,R-WEST,2021,7490.24
10024,R-WEST,2022,7224.09
10024,R-WEST,2023,7614.31
10024,R-WEST,2024,7117.86
10024,R-WEST,2025,4237.49
10025,R-EAST,2018,4316.34
10025,R-EAST,2019,5027.32
10025,R-EAST,2020,4975.83
10025,R-EAST,2021,4403.61
10025,R-EAST,2022,4281.03
10025,R-EAST,2023,4931.48
10025,R-EAST,2024,4199.6
10025,R-EAST,2025,2717.09
10026,R-NORTH,2018,10235.05
10026,R-NORTH,2019,12538.78
10026,R-NORTH,2020,10931.02
10026,R-NORTH,2021,12195.3
10026,R-NORTH,2022,13353.73
10026,R-NORTH,2023,11578.72
10026,R-NORTH,2024,10878.38
10026,R-NORTH,2025,6658.06
10027,R-SOUTH,2018,7635.71
10027,R-SOUTH,2019,6576.46
10027,R-SOUTH,2020,7043.54
10027,R-SOUTH,2021,6720.48
10027,R-SOUTH,2022,7140.19
10027,R-SOUTH,2023,5172.06
10027,R-SOUTH,2024,5399.12
10027,R-SOUTH,2025,2807.18
10028,R-NORTH,2018,4106.37
10028,R-NORTH,2019,4506.87
10028,R-NORTH,2020,4004.67
10028,R-NORTH,2021,4194.07
10028,R-NORTH,2022,3996.13
10028,R-NORTH,2023,3920.47
10028,R-NORTH,2024,3347.48
10028,R-NORTH,2025,2139.99
10029,R-NORTH,2018,5558.91
10029,R-NORTH,2019,6225.65
10029,R-NORTH,2020,6533.83
10029,R-NORTH,2021,7620.43
10029,R-NORTH,2022,9275.71
10029,R-NORTH,2023,8529.28
10029,R-NORTH,2024,8859.35
10029,R-NORTH,2025,5438.52
10030,R-EAST,2018,8554.87
10030,R-EAST,2019,8580.93
10030,R-EAST,2020,8137.89
10030,R-EAST,2021,9171.47
10030,R-EAST,2022,9002.45
10030,R-EAST,2023,8468.79
10030,R-EAST,2024,7496.71
10030,R-EAST,2025,4805.54
10031,R-EAST,2018,12179.01
10031,R-EAST,2019,11681.74
10031,R-EAST,2020,10465.99
10031,R-EAST,2021,12221.85
10031,R-EAST,2022,11404.44
10031,R-EAST,2023,9759.19
10031,R-EAST,2024,10255.69
10031,R-EAST,2025,5987.94
10032,R-WEST,2018,17520.9
10032,R-WEST,2019,21538.86
10032,R-WEST,2020,19542.92
10032,R-WEST,2021,28387.2
10032,R-WEST,2022,29848.61
10032,R-WEST,2023,28489.14
10032,R-WEST,2024,31213.14
10032,R-WEST,2025,15942.75
10033,R-SOUTH,2018,25263.0
10033,R-SOUTH,2019,30832.35
10033,R-SOUTH,2020,30146.67
10033,R-SOUTH,2021,41011.24
10033,R-SOUTH,2022,48262.93
10033,R-SOUTH,2023,41030.76
10033,R-SOUTH,2024,44463.08
10033,R-SOUTH,2025,30602.4
10034,R-SOUTH,2018,10882.22
10034,R-SOUTH,2019,9004.33
10034,R-SOUTH,2020,9323.17
10034,R-SOUTH,2021,11164.73
10034,R-SOUTH,2022,8227.12
10034,R-SOUTH,2023,8162.05
10034,R-SOUTH,2024,8225.68
10034,R-SOUTH,2025,4638.98
10035,R-SOUTH,2018,5683.59
10035,R-SOUTH,2019,5731.76
10035,R-SOUTH,2020,4699.19
10035,R-SOUTH,2021,6108.49
10035,R-SOUTH,2022,5534.69
10035,R-SOUTH,2023,6311.45
10035,R-SOUTH,2024,5319.3
10035,R-SOUTH,2025,3106.03
10036,R-NORTH,2018,3446.54
10036,R-NORTH,2019,3779.2
10036,R-NORTH,2020,3606.6
10036,R-NORTH,2021,3446.98
10036,R-NORTH,2022,4103.53
10036,R-NORTH,2023,3708.41
10036,R-NORTH,2024,4062.1
10036,R-NORTH,2025,2147.28
10037,R-NORTH,2018,9376.04
10037,R-NORTH,2019,9635.5
10037,R-NORTH,2020,9510.27
10037,R-NORTH,2021,12969.8
10037,R-NORTH,2022,13204.33
10037,R-NORTH,2023,13181.44
10037,R-NORTH,2024,16043.94
10037,R-NORTH,2025,8724.45
10038,R-SOUTH,2018,5773.15
10038,R-SOUTH,2019,6053.36
10038,R-SOUTH,2020,5285.46
10038,R-SOUTH,2021,6145.11
10038,R-SOUTH,2022,5484.99
10038,R-SOUTH,2023,5376.07
10038,R-SOUTH,2024,5841.77
10038,R-SOUTH,2025,2789.46
10039,R-NORTH,2018,5679.35
10039,R-NORTH,2019,8118.27
10039,R-NORTH,2020,8342.44
10039,R-NORTH,2021,7348.63
10039,R-NORTH,2022,6470.28
10039,R-NORTH,2023,7285.37
10039,R-NORTH,2024,7124.65
10039,R-NORTH,2025,4211.02
10040,R-EAST,2018,5764.16
10040,R-EAST,2019,7161.66
10040,R-EAST,2020,7071.54
10040,R-EAST,2021,6917.27
10040,R-EAST,2022,8337.15
10040,R-EAST,2023,9521.14
10040,R-EAST,2024,8355.67
10040,R-EAST,2025,4885.51
10041,R-SOUTH,2018,7556.91
10041,R-SOUTH,2019,8653.01
10041,R-SOUTH,2020,7113.31
10041,R-SOUTH,2021,9225.75
10041,R-SOUTH,2022,8945.08
10041,R-SOUTH,2023,10791.9
10041,R-SOUTH,2024,9264.27
10041,R-SOUTH,2025,6387.8
10042,R-WEST,2018,11671.8
10042,R-WEST,2019,13943.13
10042,R-WEST,2020,13029.8
10042,R-WEST,2021,13044.18
10042,R-WEST,2022,13872.11
10042,R-WEST,2023,14874.84
10042,R-WEST,2024,12881.64
10042,R-WEST,2025,6790.99
10043,R-EAST,2018,8644.19
10043,R-EAST,2019,8583.63
10043,R-EAST,2020,8606.79
10043,R-EAST,2021,9686.11
10043,R-EAST,2022,8501.91
10043,R-EAST,2023,8563.8
10043,R-EAST,2024,9821.52
10043,R-EAST,2025,5365.4
10044,R-SOUTH,2018,6254.26
10044,R-SOUTH,2019,8168.7
10044,R-SOUTH,2020,7235.92
10044,R-SOUTH,2021,7100.52
10044,R-SOUTH,2022,6442.03
10044,R-SOUTH,2023,7252.09
10044,R-SOUTH,2024,6560.08
10044,R-SOUTH,2025,4309.17
10045,R-WEST,2018,5412.9
10045,R-WEST,2019,5709.29
10045,R-WEST,2020,5246.71
10045,R-WEST,2021,6211.34
10045,R-WEST,2022,6048.54
10045,R-WEST,2023,6320.09
10045,R-WEST,2024,5402.55
10045,R-WEST,2025,3191.47
10046,R-WEST,2018,3868.8
10046,R-WEST,2019,4494.99
10046,R-WEST,2020,4536.53
10046,R-WEST,2021,4303.37
10046,R-WEST,2022,4257.99
10046,R-WEST,2023,4482.4
10046,R-WEST,2024,4192.58
10046,R-WEST,2025,2689.48
10047,R-SOUTH,2018,5579.57
10047,R-SOUTH,2019,6671.22
10047,R-SOUTH,2020,6516.19
10047,R-SOUTH,2021,6488.33
10047,R-SOUTH,2022,7211.22
10047,R-SOUTH,2023,7332.05
10047,R-SOUTH,2024,7675.15
10047,R-SOUTH,2025,5051.94
10048,R-NORTH,2018,7777.82
10048,R-NORTH,2019,7668.45
10048,R-NORTH,2020,7816.82
10048,R-NORTH,2021,9237.37
10048,R-NORTH,2022,7754.01
10048,R-NORTH,2023,7683.34
10048,R-NORTH,2024,8284.42
10048,R-NORTH,2025,4536.06
10049,R-EAST,2018,17873.81
10049,R-EAST,2019,18423.71
10049,R-EAST,2020,19077.86
10049,R-EAST,2021,18866.92
10049,R-EAST,2022,20616.47
10049,R-EAST,2023,20743.9
10049,R-EAST,2024,19242.44
10049,R-EAST,2025,11272.38
10050,R-NORTH,2018,9010.51
10050,R-NORTH,2019,9193.97
10050,R-NORTH,2020,8736.1
10050,R-NORTH,2021,10741.14
10050,R-NORTH,2022,12132.34
10050,R-NORTH,2023,9769.82
10050,R-NORTH,2024,10552.73
10050,R-NORTH,2025,6744.62
10051,R-NORTH,2018,13661.53
10051,R-NORTH,2019,13401.89
10051,R-NORTH,2020,13494.92
10051,R-NORTH,2021,13035.94
10051,R-NORTH,2022,13072.79
10051,R-NORTH,2023,14856.85
10051,R-NORTH,2024,14279.46
10051,R-NORTH,2025,8813.05
10052,R-NORTH,2018,6478.35
10052,R-NORTH,2019,7237.34
10052,R-NORTH,2020,7010.87
10052,R-NORTH,2021,8240.32
10052,R-NORTH,2022,8324.09
10052,R-NORTH,2023,7058.0
10052,R-NORTH,2024,6708.19
10052,R-NORTH,2025,5125.76
10053,R-EAST,2018,5385.16
10053,R-EAST,2019,4873.19
10053,R-EAST,2020,4427.74
10053,R-EAST,2021,5696.11
10053,R-EAST,2022,6049.43
10053,R-EAST,2023,6500.43
10053,R-EAST,2024,5823.3
10053,R-EAST,2025,3229.78
10054,R-EAST,2018,5052.64
10054,R-EAST,2019,5764.23
10054,R-EAST,2020,5439.24
10054,R-EAST,2021,5715.15
10054,R-EAST,2022,7162.74
10054,R-EAST,2023,7058.35
10054,R-EAST,2024,6618.13
10054,R-EAST,2025,3356.44
10055,R-EAST,2018,6371.13
10055,R-EAST,2019,6518.13
10055,R-EAST,2020,6050.43
10055,R-EAST,2021,6950.96
10055,R-EAST,2022,6448.47
10055,R-EAST,2023,6371.46
10055,R-EAST,2024,6070.44
10055,R-EAST,2025,3426.74
10056,R-EAST,2018,17329.86
10056,R-EAST,2019,21480.3
10056,R-EAST,2020,19988.73
10056,R-EAST,2021,21217.11
10056,R-EAST,2022,26673.33
10056,R-EAST,2023,27195.07
10056,R-EAST,2024,26320.15
10056,R-EAST,2025,14492.29
10057,R-SOUTH,2018,6350.66
10057,R-SOUTH,2019,6102.83
10057,R-SOUTH,2020,5959.58
10057,R-SOUTH,2021,5975.19
10057,R-SOUTH,2022,6632.99
10057,R-SOUTH,2023,6479.01
10057,R-SOUTH,2024,5739.06
10057,R-SOUTH,2025,3717.9
10058,R-EAST,2018,11455.05
10058,R-EAST,2019,15062.01
10058,R-EAST,2020,14566.57
10058,R-EAST,2021,16195.3
10058,R-EAST,2022,17593.68
10058,R-EAST,2023,18658.77
10058,R-EAST,2024,19319.21
10058,R-EAST,2025,11467.36
10059,R-NORTH,2018,5483.19
10059,R-NORTH,2019,5890.27
10059,R-NORTH,2020,5772.39
10059,R-NORTH,2021,7695.97
10059,R-NORTH,2022,8004.57
10059,R-NORTH,2023,7199.99
10059,R-NORTH,2024,8461.24
10059,R-NORTH,2025,5737.59
10060,R-NORTH,2018,12974.0
10060,R-NORTH,2019,13977.46
10060,R-NORTH,2020,12702.32
10060,R-NORTH,2021,13353.0
10060,R-NORTH,2022,13235.65
10060,R-NORTH,2023,15002.4
10060,R-NORTH,2024,15001.99
10060,R-NORTH,2025,9628.33
10061,R-EAST,2018,10344.17
10061,R-EAST,2019,9791.54
10061,R-EAST,2020,8473.88
10061,R-EAST,2021,9807.38
10061,R-EAST,2022,9904.03
10061,R-EAST,2023,9394.98
10061,R-EAST,2024,8757.16
10061,R-EAST,2025,5371.53
10062,R-SOUTH,2018,7305.74
10062,R-SOUTH,2019,7422.68
10062,R-SOUTH,2020,7400.51
10062,R-SOUTH,2021,7481.84
10062,R-SOUTH,2022,7524.72
10062,R-SOUTH,2023,7291.69
10062,R-SOUTH,2024,6211.15
10062,R-SOUTH,2025,3714.78
10063,R-EAST,2018,8872.51
10063,R-EAST,2019,8099.07
10063,R-EAST,2020,7578.33
10063,R-EAST,2021,8912.33
10063,R-EAST,2022,10645.19
10063,R-EAST,2023,11136.14
10063,R-EAST,2024,11281.98
10063,R-EAST,2025,7677.49
10064,R-EAST,2018,5036.8
10064,R-EAST,2019,6819.42
10064,R-EAST,2020,7252.8
10064,R-EAST,2021,6631.25
10064,R-EAST,2022,7048.43
10064,R-EAST,2023,6950.68
10064,R-EAST,2024,6830.83
10064,R-EAST,2025,4255.95
10065,R-EAST,2018,10877.06
10065,R-EAST,2019,12152.98
10065,R-EAST,2020,10136.13
10065,R-EAST,2021,13512.4
10065,R-EAST,2022,11889.33
10065,R-EAST,2023,13816.26
10065,R-EAST,2024,12035.58
10065,R-EAST,2025,7361.69
10066,R-EAST,2018,6879.61
10066,R-EAST,2019,8516.96
10066,R-EAST,2020,6497.01
10066,R-EAST,2021,6026.68
10066,R-EAST,2022,6401.15
10066,R-EAST,2023,5475.76
10066,R-EAST,2024,5020.86
10066,R-EAST,2025,3103.07
10067,R-EAST,2018,4854.09
10067,R-EAST,2019,5438.34
10067,R-EAST,2020,5312.58
10067,R-EAST,2021,6225.25
10067,R-EAST,2022,6439.19
10067,R-EAST,2023,5593.02
10067,R-EAST,2024,6904.99
10067,R-EAST,2025,3725.17
10068,R-SOUTH,2018,4251.78
10068,R-SOUTH,2019,5106.13
10068,R-SOUTH,2020,5062.13
10068,R-SOUTH,2021,5376.5
10068,R-SOUTH,2022,6096.76
10068,R-SOUTH,2023,5286.99
10068,R-SOUTH,2024,5669.34
10068,R-SOUTH,2025,3361.74
10069,R-NORTH,2018,8681.88
10069,R-NORTH,2019,9123.97
10069,R-NORTH,2020,7698.4
10069,R-NORTH,2021,9350.55
10069,R-NORTH,2022,8526.4
10069,R-NORTH,2023,7120.48
10069,R-NORTH,2024,6710.04
10069,R-NORTH,2025,4420.51
10070,R-SOUTH,2018,15469.81
10070,R-SOUTH,2019,16368.98
10070,R-SOUTH,2020,15643.93
10070,R-SOUTH,2021,17392.36
10070,R-SOUTH,2022,17992.2
10070,R-SOUTH,2023,15247.02
10070,R-SOUTH,2024,14700.34
10070,R-SOUTH,2025,8609.54
10071,R-NORTH,2018,8856.13
10071,R-NORTH,2019,10233.74
10071,R-NORTH,2020,8795.17
10071,R-NORTH,2021,8423.74
10071,R-NORTH,2022,8987.45
10071,R-NORTH,2023,9729.87
10071,R-NORTH,2024,9866.02
10071,R-NORTH,2025,5957.16
10072,R-SOUTH,2018,7731.56
10072,R-SOUTH,2019,8042.49
10072,R-SOUTH,2020,8618.23
10072,R-SOUTH,2021,8410.09
10072,R-SOUTH,2022,8274.94
10072,R-SOUTH,2023,9213.74
10072,R-SOUTH,2024,7812.15
10072,R-SOUTH,2025,5350.57
10073,R-WEST,2018,9207.18
10073,R-WEST,2019,9536.44
10073,R-WEST,2020,10386.86
10073,R-WEST,2021,9659.03
10073,R-WEST,2022,11646.86
10073,R-WEST,2023,9763.63
10073,R-WEST,2024,8793.84
10073,R-WEST,2025,5699.5
10074,R-NORTH,2018,12936.43
10074,R-NORTH,2019,14080.02
10074,R-NORTH,2020,14770.7
10074,R-NORTH,2021,16513.21
10074,R-NORTH,2022,15003.33
10074,R-NORTH,2023,16954.52
10074,R-NORTH,2024,16844.68
10074,R-NORTH,2025,10142.53
10075,R-NORTH,2018,9245.08
10075,R-NORTH,2019,10401.13
10075,R-NORTH,2020,7808.6
10075,R-NORTH,2021,9650.07
10075,R-NORTH,2022,9144.24
10075,R-NORTH,2023,9811.29
10075,R-NORTH,2024,9091.82
10075,R-NORTH,2025,5498.44
10076,R-NORTH,2018,7852.39
10076,R-NORTH,2019,7214.09
10076,R-NORTH,2020,7317.47
10076,R-NORTH,2021,7769.22
10076,R-NORTH,2022,7960.14
10076,R-NORTH,2023,8000.46
10076,R-NORTH,2024,8183.76
10076,R-NORTH,2025,5136.92
10077,R-NORTH,2018,14591.52
10077,R-NORTH,2019,14776.61
10077,R-NORTH,2020,15307.36
10077,R-NORTH,2021,15642.5
10077,R-NORTH,2022,17720.5
10077,R-NORTH,2023,20205.27
10077,R-NORTH,2024,20773.48
10077,R-NORTH,2025,12292.11
10078,R-EAST,2018,10368.81
10078,R-EAST,2019,9840.19
10078,R-EAST,2020,9192.54
10078,R-EAST,2021,8729.14
10078,R-EAST,2022,7596.61
10078,R-EAST,2023,7374.91
10078,R-EAST,2024,5211.23
10078,R-EAST,2025,3625.86
10079,R-EAST,2018,11747.39
10079,R-EAST,2019,14350.65
10079,R-EAST,2020,16185.03
10079,R-EAST,2021,17833.21
10079,R-EAST,2022,15579.06
10079,R-EAST,2023,16065.37
10079,R-EAST,2024,18338.94
10079,R-EAST,2025,9366.57
10080,R-EAST,2018,10354.51
10080,R-EAST,2019,9383.77
10080,R-EAST,2020,9402.79
10080,R-EAST,2021,11482.72
10080,R-EAST,2022,10292.3
10080,R-EAST,2023,9559.03
10080,R-EAST,2024,10122.14
10080,R-EAST,2025,6059.49
10081,R-EAST,2018,4373.71
10081,R-EAST,2019,5117.93
10081,R-EAST,2020,4814.34
10081,R-EAST,2021,6109.29
10081,R-EAST,2022,5749.53
10081,R-EAST,2023,5699.93
10081,R-EAST,2024,5743.33
10081,R-EAST,2025,3518.82
10082,R-SOUTH,2018,4777.32
10082,R-SOUTH,2019,4453.86
10082,R-SOUTH,2020,4233.88
10082,R-SOUTH,2021,5443.78
10082,R-SOUTH,2022,4777.41
10082,R-SOUTH,2023,4396.74
10082,R-SOUTH,2024,4913.15
10082,R-SOUTH,2025,2874.66
10083,R-WEST,2018,14451.97
10083,R-WEST,2019,16525.4
10083,R-WEST,2020,15584.32
10083,R-WEST,2021,15807.43
10083,R-WEST,2022,15088.33
10083,R-WEST,2023,12236.55
10083,R-WEST,2024,12897.05
10083,R-WEST,2025,6841.09
10084,R-NORTH,2018,16118.62
10084,R-NORTH,2019,19231.06
10084,R-NORTH,2020,19660.03
10084,R-NORTH,2021,22567.74
10084,R-NORTH,2022,21926.03
10084,R-NORTH,2023,20026.48
10084,R-NORTH,2024,20638.54
10084,R-NORTH,2025,12739.27
10085,R-NORTH,2018,7583.2
10085,R-NORTH,2019,8566.64
10085,R-NORTH,2020,9229.71
10085,R-NORTH,2021,10141.88
10085,R-NORTH,2022,10172.77
10085,R-NORTH,2023,11086.39
10085,R-NORTH,2024,12502.63
10085,R-NORTH,2025,7472.74
10086,R-NORTH,2018,7076.8
10086,R-NORTH,2019,7327.82
10086,R-NORTH,2020,6201.44
10086,R-NORTH,2021,7092.09
10086,R-NORTH,2022,6506.88
10086,R-NORTH,2023,5491.07
10086,R-NORTH,2024,6261.33
10086,R-NORTH,2025,3034.96
10087,R-EAST,2018,13222.49
10087,R-EAST,2019,15190.29
10087,R-EAST,2020,15131.75
10087,R-EAST,2021,18718.66
10087,R-EAST,2022,18729.9
10087,R-EAST,2023,19289.33
10087,R-EAST,2024,21002.57
10087,R-EAST,2025,12529.19
10088,R-SOUTH,2018,5212.13
10088,R-SOUTH,2019,5532.58
10088,R-SOUTH,2020,5366.18
10088,R-SOUTH,2021,4795.57
10088,R-SOUTH,2022,5382.52
10088,R-SOUTH,2023,4668.21
10088,R-SOUTH,2024,5365.55
10088,R-SOUTH,2025,3129.89
10089,R-NORTH,2018,6018.72
10089,R-NORTH,2019,6471.12
10089,R-NORTH,2020,5793.04
10089,R-NORTH,2021,6079.91
10089,R-NORTH,2022,6506.43
10089,R-NORTH,2023,6048.43
10089,R-NORTH,2024,6180.96
10089,R-NORTH,2025,3930.54
10090,R-SOUTH,2018,10181.87
10090,R-SOUTH,2019,11590.27
10090,R-SOUTH,2020,10688.84
10090,R-SOUTH,2021,10108.08
10090,R-SOUTH,2022,11216.14
10090,R-SOUTH,2023,10645.89
10090,R-SOUTH,2024,9660.97
10090,R-SOUTH,2025,5165.46
10091,R-NORTH,2018,6437.05
10091,R-NORTH,2019,6949.11
10091,R-NORTH,2020,7195.21
10091,R-NORTH,2021,7047.88
10091,R-NORTH,2022,7703.76
10091,R-NORTH,2023,6748.78
10091,R-NORTH,2024,7099.22
10091,R-NORTH,2025,4251.88
10092,R-EAST,2018,9713.13
10092,R-EAST,2019,8118.48
10092,R-EAST,2020,10140.59
10092,R-EAST,2021,10633.21
10092,R-EAST,2022,11279.64
10092,R-EAST,2023,11583.21
10092,R-EAST,2024,12203.86
10092,R-EAST,2025,7211.23
10093,R-SOUTH,2018,8437.22
10093,R-SOUTH,2019,7948.45
10093,R-SOUTH,2020,8820.68
10093,R-SOUTH,2021,8729.59
10093,R-SOUTH,2022,9264.69
10093,R-SOUTH,2023,8803.21
10093,R-SOUTH,2024,9910.78
10093,R-SOUTH,2025,6442.49
10094,R-SOUTH,2018,9283.37
10094,R-SOUTH,2019,10387.9
10094,R-SOUTH,2020,9919.97
10094,R-SOUTH,2021,12448.27
10094,R-SOUTH,2022,11855.25
10094,R-SOUTH,2023,13280.77
10094,R-SOUTH,2024,15082.63
10094,R-SOUTH,2025,10260.1
10095,R-SOUTH,2018,18066.83
10095,R-SOUTH,2019,15529.22
10095,R-SOUTH,2020,18156.91
10095,R-SOUTH,2021,19149.31
10095,R-SOUTH,2022,19260.21
10095,R-SOUTH,2023,21038.01
10095,R-SOUTH,2024,20951.92
10095,R-SOUTH,2025,12943.8
10096,R-EAST,2018,8163.44
10096,R-EAST,2019,8200.76
10096,R-EAST,2020,7952.33
10096,R-EAST,2021,10551.59
10096,R-EAST,2022,9948.23
10096,R-EAST,2023,9908.64
10096,R-EAST,2024,10359.63
10096,R-EAST,2025,6600.29
10097,R-SOUTH,2018,10764.21
10097,R-SOUTH,2019,11418.69
10097,R-SOUTH,2020,13457.55
10097,R-SOUTH,2021,16232.49
10097,R-SOUTH,2022,15791.84
10097,R-SOUTH,2023,17432.81
10097,R-SOUTH,2024,18552.46
10097,R-SOUTH,2025,11535.04
10098,R-NORTH,2018,3586.69
10098,R-NORTH,2019,3876.14
10098,R-NORTH,2020,3777.59
10098,R-NORTH,2021,3765.4
10098,R-NORTH,2022,4356.07
10098,R-NORTH,2023,3808.72
10098,R-NORTH,2024,3969.13
10098,R-NORTH,2025,2790.22
